Bathophilus pawneei	Pawnee dragonfish
Bathophilus vaillanti	Scaleless dragonfish
Bathyagonus alascanus	Gray starsnout
Bathyagonus infraspinatus	Spinycheek starsnout
Bathyagonus nigripinnis	Blackfin poacher
Bathyagonus pentacanthus	Bigeye poacher
Bathycongrus retrotinctus	Blackedge conger
Bathydraco marri	Deepwater dragon
Bathyergus janetta	Namaqua dune mole-rat
Bathyergus suillus	Cape dune mole-rat
Bathygadus macrops	Bullseye grenadier
Bathygadus melanobranchus	Vaillant's grenadier
Bathygobius coalitus	Whitespotted frillgoby
Bathygobius cocosensis	Cocos frill goby
Bathygobius cotticeps	Cheekscaled frill-goby
Bathygobius curacao	Notchtongue goby
Bathygobius cyclopterus	Spotted frillgoby
Bathygobius fuscus	Dusky frillgoby
Bathygobius geminatus	Twin-spotted frillfin
Bathygobius laddi	Brownboy goby
Bathygobius lineatus	Southern frillfin
Bathygobius mystacium	Island frillfin
Bathygobius ramosus	Panamic frillfin
Bathygobius soporator	Frillfin goby
Bathylaco nigricans	Black warrior
Bathylagichthys greyae	Grey's deepsea smelt
Bathylagus euryops	Goiter blacksmelt
Bathylagus pacificus	Slender blacksmelt
Bathylagus stilbius	California smoothtongue
Bathylychnops exilis	Javelin spookfish
Bathymaster leurolepis	Smallmouth ronquil
Bathymaster signatus	Searcher
Bathyprion danae	Fangtooth smooth-head
Bathypterois atricolor	Attenuated spider fish
Bathypterois dubius	Spiderfish
Bathypterois grallator	Tripodfish
Bathypterois phenax	Blackfin spiderfish
Bathypterois ventralis	Ventrad spiderfish
Bathyraja abyssicola	Deepsea skate
Bathyraja albomaculata	White-dotted skate
Bathyraja bergi	Bottom skate
Bathyraja brachyurops	Broadnose skate
Bathyraja eatonii	Eaton's skate
Bathyraja fedorovi	Cinnamon skate
Bathyraja griseocauda	Graytail skate
Bathyraja interrupta	Sandpaper skate
Bathyraja irrasa	Kerguelen sandpaper skate
Bathyraja kincaidii	Sandpaper skate
Bathyraja lindbergi	Cmmander skate
Bathyraja maccaini	McCain's skate
Bathyraja macloviana	Patagonian skate
Bathyraja maculata	White-blotched skate
Bathyraja magellanica	Magellan skate
Bathyraja matsubarai	Dusky-purple skate
Bathyraja meridionalis	Dark-belly skate
Bathyraja minispinosa	Smallthorn skate
Bathyraja multispinis	Multispine skate
Bathyraja murrayi	Murray's skate
Bathyraja pallida	Pallid skate
Bathyraja richardsoni	Richardson's ray
Bathyraja scaphiops	Cuphead skate
Bathyraja shuntovi	Narrownose skate
Bathyraja simoterus	Hokkaido skate
Bathyraja smirnovi	Golden skate
Bathyraja spinicauda	Spinetail ray
Bathyraja taranetzi	Mud skate
Bathyraja trachura	Roughtail skate
Bathyraja violacea	Okhotsk skate
Bathysaurus ferox	Deepsea lizardfish
Bathyteuthis abyssicola	Deepsea squid
Bathyteuthis berryi	Deepsea squid
Bathytroctes macrolepis	Koefoed's smooth-head
Bathytroctes michaelsarsi	Michael Sars smooth-head
Bathytroctes microlepis	Smallscale smooth-head
Bathytyphlops sewelli	Sewell's spiderfish
Bathyuroconger vicinus	Large-toothed conger
Batis mixta	Short-tailed Batis
Batis poensis	Fernando Po batis
Batoidea	Rays
Batrachoides manglae	Cotuero toadfish
Batrachoides pacifici	Pacific toadfish
Batrachoididae	Toadfishes
Batrachoididae gen. sp.	Toadfish
Batrachoidiformes	Toadfishes
Batrachomoeus trispinosus	Three-spined frogfish
Batrachoseps	Slender salamanders
Batrachoseps altasierrae	Greenhorn Mountains slender salamander
Batrachoseps attenuatus	California slender salamander
Batrachoseps bramei	Fairview slender salamander
Batrachoseps campi	Inyo Mountains salamander
Batrachoseps diabolicus	Hell Hollow slender salamander
Batrachoseps gabrieli	San Gabriel Mountains slender salamander
Batrachoseps gavilanensis	Gabilan Mountains slender salamander
Batrachoseps gregarius	Gregarious slender salamander
Batrachoseps incognitus	San Simeon slender salamander
Batrachoseps kawia	Sequoia slender salamander
Batrachoseps luciae	Santa Lucia Mountains slender salamander
Batrachoseps major	Garden slender salamander
Batrachoseps minor	Lesser slender salamander
Batrachoseps nigriventris	Black-bellied slender salamander
Batrachoseps pacificus	Channel Islands slender salamander
Batrachoseps regius	Kings River slender salamander
Batrachoseps relictus	Relictual slender salamander
Batrachoseps robustus	Kern Plateau salamander
Batrachoseps simatus	Kern Canyon slender salamander
Batrachoseps stebbinsi	Tehachapi slender salamander
Batrachoseps wrighti	Oregon slender salamander
Batrachostomus hodgsoni	Hodgson's frogmouth
Batrachostomus moniliger	Ceylon frogmouth
Batrachuperus karlschmidti	Chiala Mountain salamander
Batrachuperus londongensis	Longdong stream salamander
Batrachuperus pinchonii	Western Chinese mountain salamander
Batrachuperus taibaiensis	Taibai stream salamander
Batrachuperus tibetanus	Tibetan mountain salamander
Batrachuperus yenyuanensis	Yenyuan stream salamander
Batrachyla antartandica	Marbled wood frog
Batrachyla leptopus	Gray wood frog
Batrachyla nibaldoi	Nibaldo's wood frog
Batrachyla taeniata	Banded wood frog
Batrichthys apiatus	Snakehead toadfish
Battus philenor	Pipe-vine swallowtail
Battus polydamas	Gold-rim swallowtail
Bauhinia purpurea	Camel's foot tree
Baylisascaris ailuri	Red panda roundworm
Baylisascaris procyonis	Raccoon roundworm
Baylisascaris schroederi	Giant panda roundworm
Baylisascaris transfuga	Bear roundworm
Bdellidae	Snout mites
Bdeogale crassicauda	Bushy-tailed mongoose
Bdeogale nigripes	Black-footed mongoose
Beamys hindei	Long-tailed pouched rat
Beaucarnea	Ponytail palms
Beaumontia grandiflora	Easter herald's trumpet
Bedotia geayi	Madagascar rainbowfish
Bedotia leucopteron	White-finned rainbowfish
Bedotia madagascariensis	Madagascar rainbowfish
Begonia bowerae	Eyelash begonia
Bellapiscis lesleyae	Mottled twister
Bellapiscis medius	Twister
Bellator militaris	Horned searobin
Bellator xenisma	Splitnose searobin
Bellatorias frerei	Major skink
Bellatorias major	Land mullet
Belobranchus belobranchus	Throat-spine gudgeon
Belodontichthys dinema	Malayan toothed catfish
Belomys pearsonii	Hairy-footed flying squirrel
Belonesox belizanus	Pike killifish
Belostomatidae	Giant water bugs
Bembecia ichneumoniformis	Six-belted clearwing
Bembras japonica	Red flathead
Bembridae	Deepwater flatheads
Bembrops anatirostris	Duckbill flathead
Bembrops curvatura	Brownspotted flathead
Bembrops gobioides	Goby flathead
Bembrops greyi	Roundtail duckbill
Bembrops heterurus	Squaretail duckbill
Bembrops platyrhynchus	Natal duckbill
Bemisia argentifolii	Silverleaf whitefly
Benthalbella dentata	Northern pearleye
Benthalbella linguidens	Longfin pearleye
Benthesicymidae	Benthesicymid shrimps
Benthobatis kreffti	Brazilian blind electric ray
Benthobatis moresbyi	Dark blind ray
Benthobatis yangi	Taiwanese blind electric ray
Benthodesmus elongatus	Elongate frostfish
Benthodesmus simonyi	Simony's frostfish
Benthodesmus tenuis	Slender frostfish
Benthophilus stellatus	Stellate tadpole-goby
Benthosema fibulatum	Spinycheek lanternfish
Benthosema panamense	Lamp fish
Benthosema pterotum	Skinnycheek lanternfish
Benthosema suborbitale	Smallfin lanternfish
Berberis	Barberries
Berberomeloe majalis	Oil beetle
Bernieria madagascariensis (Gmelin, 1789)	Long-billed greenbul
Berothidae	Beaded lacewings
Berthellina citrina	Orange gumdrop sea slug
Bertholletia excelsa	Brazil nut
Berycidae	Alfonsinos
Berylmys bowersi	Bower's white-toothed rat
Berytidae	Stilt bugs
Beryx decadactylus	Alfonsino
Beryx mollis	Alfonsino
Beryx splendens	Splendid alfonsino
Betta anabatoides	Giant betta
Betta antoni	Sanggau betta
Betta bellica	Slender betta
Betta fusca	Dusky betta
Betta imbellis	Crescent betta
Betta krataios	Blue damsel betta
Betta macrostoma	Spotfin betta
Betta picta	Spotted betta
Betta pugnax	Penang betta
Betta smaragdina	Blue betta
Betta splendens	Siamese fighting fish
Betta unimaculata	Howong betta
Bettongia gaimardi	Tasmanian bettong
Bettongia lesueur	Boodie
Bettongia penicillata	Woylie
Bettongia tropica	Northern bettong
Betula nana	Alpine birch
Betula nigra	River birch
Betula papyrifera	Paper birch
Betula pendula	European white birch
Betula pubescens	Downy birch
Bhagadatta austenia	Grey commodore
Bhavania australis	Western Ghat loach
Bias musicus	Black-and-white shrike-flycatcher
Bibimys chacoensis	Chaco crimson-nosed rat
Bibimys labiosus	Large-lipped crimson-nosed rat
Bibio marci	St. Mark's fly
Bibionidae	March flies
Bicyclus	Bush browns
Bicyclus anynana	Squinting bush brown
Bidenichthys capensis	Freetail brotula
Bidens pilosa	Bur-marigold
Bidyanus welchi	Silver bream
Bielzia coerulans	Carpathian blue slug
Bifurcata	Split-tongued squamates
Biotodoma wavrini	Orinoco eartheater
Biphyllidae	False skin beetles
Bipolaris maydis	Southern corn leaf blight pathogen
Bison bonasus	European bison
Bison bonasus caucasicus	Caucasian wisent
Bison priscus	Steppe bison
Biston betularia	Pepper-and-salt moth
Biston robustus	Japanese peppered moth
Bitis arietans	Puff adder
Bitis caudalis	Horned viper
Bitis gabonica	Gaboon viper
Bitis nasicornis	Rhinoceros viper
Bittacidae	Hanging flies
Bivalvia	Bivalves
Biziura lobata	Musk duck
Blaberidae	Ovoviviparous cockroach family
Blaberus craniifer	Death's head cockroach
Blaberus discoidalis	Tropical cockroach
Blaesodactylus victori	Victors Madagascar velvet gecko
Blanfordimys bucharensis	Bucharian vole
Blanus cinereus	Mediterranean worm lizard
Blanus strauchi	Turkish worm lizard
Blaps mucronata	Churchyard beetle
Blarina brevicauda	Short-tailed shrew
Blarina carolinensis	Southern short-tailed shrew
Blarina hylophaga	Elliot's short-tailed shrew
Blarinella griselda	Indochinese short-tailed shrew
Blarinella wardi	Burmese short-tailed shrew
Blarinomys breviceps	Brazilian shrew mouse
Blastobasidae	Scavenger moths
Blastocerus dichotomus	Marsh deer
Blatta orientalis	Oriental cockroach
Blattella bisignata	Double-striped cockroach
Blattella germanica	German cockroach
Blattella lituricollis	False German cockroach
Blattella vaga	Field cockroach
Blattodea	Cockroaches
Bleda notatus	Lesser bristlebill
Bleda syndactylus	Common bristlebill
Blenniella bilitonensis	Lined rockskipper
Blenniella caudolineata	Blue-spotted blenny
Blenniella chrysospilos	Red-spotted blenny
Blenniella gibbifrons	Hump-headed blenny
Blenniella paula	Blue-dashed rockskipper
Blenniella periophthalmus	Blue-dashed rockskipper
Blenniidae	Combtooth blennies
Blennioclinus stella	Silverbubble klipfish
Blennius ocellaris	Butterfly blenny
Blennophis anguillaris	Snaky klipfish
Blennophis striatus	Striped klipfish
Blephariceridae	Net-winged midges
Blepsias bilobus	Crested sculpin
Blepsias cirrhosus	Silverspotted sculpin
Blicca bjoerkna	White bream
Blythipicus pyrrhotis	Bay woodpecker
Boa constrictor	Boa
Boaedon fuliginosus	Brown house snake
Boaedon lineatus	Striped house snake
Boaedon olivaceus	Olive house snake
Boaedon radfordi	Radfords house snake
Boaedon upembae	Eastern Congo white-bellied water-snake
Boaedon virgatus	Hallowell's house snake
Bodianus anthioides	Lyretail hogfish
Bodianus axillaris	Axilspot hogfish
Bodianus bilunulatus	Tarry hogfish
Bodianus bimaculatus	Twospot hogfish
Bodianus diana	Diana's hogfish
Bodianus dictynna	Redfin hogfish
Bodianus diplotaenia	Mexican hogfish
Bodianus eclancheri	Galapagos hogfish
Bodianus leucosticticus	Lined hogfish
Bodianus loxozonus	Blackfin hogfish
Bodianus mesothorax	Splitlevel hogfish
Bodianus perditio	Golden-spot hogfish
Bodianus pulchellus	Spotfin hogfish
Bodianus rufus	Spanish hogfish
Bodianus scrofa	Barred hogfish
Bodianus solatus	Sunburnt pigfish
Bodianus speciosus	Blackbar hogfish
Bodianus trilineatus	Fourline hogfish
Bodianus unimaculatus	Red pigfish
Boesemania microlepis	Smallscale croaker
Boidae	True boas
Boiga cyanea	Green cat snake
Boiga irregularis	Brown tree snake
Boiga nigriceps	Black-headed cat snake
Boiga ocellata	Gray cat snake
Boisea trivittata	Boxelder bug
Bokermannohyla alvarengai	Santa Barbara treefrog
Bokermannohyla astartea	Paranapiacaba treefrog
Bokermannohyla circumdata	Espirito Santo treefrog
Bokermannohyla ibitiguara	Fazenda Salto treefrog
Bokermannohyla martinsi	Martin's treefrog
Bokermannohyla pseudopseudis	Veadeiros treefrog
Bolbometopon muricatum	Green humphead parrotfish
Bolborhynchus aymara	Grey-hooded parakeet
Bolborhynchus lineola	Barred parakeet
Bolemoreus frenatus	Bridled honeyeater
Bolemoreus hindwoodi	Eungella honeyeater
Boleophthalmus boddarti	Blue-spotted mudskipper
Boleophthalmus pectinirostris	Great blue-spotted mudskipper
Bolinichthys indicus	Lanternfish
Bolinichthys longipes	Popeye lanternfish
Bolinichthys photothorax	Spurcheek lanternfish
Bolinichthys pyrsobolus	Fiery lanternfish
Bolinus brandaris	Purple dye murex
Bolitoglossa aureogularis	Yellow-throated web-footed salamander
Bolitoglossa chinanteca	Chinateca salamander
Bolitoglossa chucantiensis	Chucanti salamander
Bolitoglossa conanti	Conant's mushroomtongue salamander
Bolitoglossa cuchumatana	Oak forest salamander
Bolitoglossa cuna	Camp Sasardi salamander
Bolitoglossa dunni	Dunn's mushroomtongue salamander
Bolitoglossa engelhardti	Engelhardt's mushroomtongue salamander
Bolitoglossa equatoriana	Ecuador mushroomtongue salamander
Bolitoglossa flavimembris	Yellow-legged mushroomtongue salamander
Bolitoglossa helmrichi	Coban mushroomtongue salamander
Bolitoglossa hermosa	Guerreran mushroomtongue salamander
Bolitoglossa jugivagans	Continental Divide salamander
Bolitoglossa lincolni	Lincoln's mushroomtongue salamander
Bolitoglossa macrinii	Oaxacan mushroomtongue salamander
Bolitoglossa mexicana	Mexican mushroomtongue salamander
Bolitoglossa morio	Cope's mushroomtongue salamander
Bolitoglossa mucuyensis	La Mucuy salamander
Bolitoglossa mulleri	Mueller's mushroomtongue salamander
Bolitoglossa nicefori	San Gil mushroomtongue salamander
Bolitoglossa odonnelli	O'Donnell's salamander
Bolitoglossa orestes	Culata mushroomtongue salamander
Bolitoglossa peruviana	Peru mushroomtongue salamander
Bolitoglossa riletti	Rilett's mushroomtongue salamander
Bolitoglossa robusta	Robust mushroomtongue salamander
Bolitoglossa rostrata	Longnose mushroomtongue salamander
Bolitoglossa sooyorum	Cordillera Talamanca salamander
Bolitoglossa stuarti	Stuart's mushroomtongue salamander
Bolitoglossa subpalmata	La Palma salamander
Bolitoglossa taylori	Taylor's climbing salamander
Bolitoglossa tenebrosa	Guatemalan black salamander
Bolitoglossa tica	Tico salamander
Bolitoglossa vallecula	Yarmal mushroomtongue salamander
Bolitoglossa zacapensis	Zacapa salamander
Bollmannia boqueronensis	White-eye goby
Bollmannia communis	Ragged goby
Bollmannia eigenmanni	Shelf goby
Bollmannia macropoma	Frailscale goby
Bollmannia marginalis	Apostrophe goby
Bolomys amoenus	Pleasant bolo mouse
Bolomys lasiurus	Hairy-tailed bolo mouse
Bolomys temchuki	Temchuk's bolo mouse
Boloria aquilonaris	Cranberry fritillary
Boloria bellona	Meadow fritillary
Boloria epithore	Western meadow fritillary
Boloria eunomia	Bog fritillary
Boloria euphrosyne	Pearl-bordered fritillary
Boloria pales	Shepherd's fritillary
Boloria selene	Silver meadow fritillary
Bombax buonopozense	Gold Coast bombax
Bombax ceiba	Indian kapok
Bombina	Firebellied toads
Bombina bombina	Fire-bellied toad
Bombina fortinuptialis	Large-spined bell toad
Bombina lichuanensis	Lichuan bell toad
Bombina maxima	Large-webbed bell toad
Bombina microdeladigitora	Hubei firebelly toad
Bombina variegata	Yellow-bellied toad
Bombus	Bumble bees
Bombus distinguendus	Great yellow bumblebee
Bombus hypocrita sapporensis	Sapporo bumblebee
Bombus impatiens	Common eastern bumble bee
Bombus lucorum	White-tailed bumblebee
Bombus terrestris	Buff-tailed bumblebee
Bombycidae	Silkworm moths
Bombycilla cedrorum	Cedar waxwing
Bombycoidea	Hawk-moths
Bombyliidae	Bee flies
Bombyx mandarina	Wild silkworm
Bombyx mori	Domestic silkworm
Bommeria ehrenbergiana	Ehrenberg's copper fern
Bonasa umbellus	Ruffed grouse
Boneia bidens	Manado fruit bat
Boopedon nubilum	Ebony grasshopper
Boophis boppa	Boppa's bright-eyed treefrog
Boophis idae	Ida's bright-eyed frog
Boophis madagascariensis	Madagascar bright-eyed frog
Boopidae	Marsupial chewing lice
Boraras maculatus	Dwarf rasbora
Boraras urophthalmoides	Least rasbora
Borbo	Swifts
Borbo cinnara	Rice swift
Boreidae	Snow scorpionflies
Boridia grossidens	Borriqueta porgy
Borikenophis portoricensis	Puerto Rican racer
Borostomias antarcticus	Large-eye snaggletooth
Borostomias mononema	Sickle snaggletooth
Borostomias panamensis	Panama snaggletooth
Borreliella burgdorferi	Lyme disease spirochete
Bos	Oxen, cattle
Bos frontalis	Gayal
Bos gaurus	Gaur
Bos grunniens	Domestic yak
Bos grunniens x Bos taurus	Dzo
Bos indicus	Zebu cattle
Bos indicus gudali	Gudali zebu
Bos indicus x Bos taurus	Hybrid cattle
Bos javanicus	Banteng
Bos javanicus birmanicus	Burma banteng
Bos javanicus javanicus	Java banteng
Bos mutus	Wild yak
Bos primigenius	Aurochs
Bos sauveli	Kouprey
Bos taurus	Cattle
Bos taurus x Bison bison	Beefalo
Boselaphus tragocamelus	Nilgai
Bostrichidae	Horned powder-post beetles
Bostrychia hagedash	Hadada ibis
Bostrychus sinensis	Four-eyed sleeper
Bostrychus zonatus	Barred gudgeon
Botaurus	Brown bitterns
Botaurus lentiginosus	American bittern
Bothidae	Lefteye flounders
Bothragonus swanii	Rockhead
Bothrideridae	Dry bark beetles
Bothriechis guifarroi	Guifarro's palm-pitviper
Bothriechis marchi	March's palm-pitviper
Bothriocroton auruginans	Wombat tick
Bothriocroton concolor	Echidna tick
Bothriocroton hydrosauri	Blue-tongued lizard tick
Bothriocroton undatum	Goanna tick
Bothrocara brunneum	Twoline eelpout
Bothrocara molle	Soft eelpout
Bothrocara zestum	Western eelpout
Bothrochilus albertisii	White-lipped python
Bothrocophias hyoprora	Hognose lancehead
Bothrolycus ater	Guenther's black snake
Bothrophthalmus lineatus	Red-black striped snake
Bothrops alternatus	Urutu
Bothrops ammodytoides	Yararanata
Bothrops asper	Terciopelo
Bothrops atrox	Barba amarilla
Bothrops bilineatus	Green jararaca
Bothrops cotiara	Cotiara
Bothrops erythromelas	Caatinga lancehead
Bothrops fonsecai	Fonseca's lancehead
Bothrops insularis	Golden lancehead
Bothrops itapetiningae	Sao Paulo lancehead
Bothrops jararaca	Jararaca
Bothrops jararacussu	Jararacussu
Bothrops lojanus	Lojan lancehead
Bothrops moojeni	Brazilian lancehead
Bothrops neuwiedi	Jararaca pintada
Bothrops taeniatus	Speckled forest pit viper
Bothus leopardinus	Pacific leopard flounder
Bothus lunatus	Plate fish
Bothus maculiferus	Mottled flounder
Bothus mancus	Flowery flounder
Bothus myriaster	Indo-Pacific oval flounder
Bothus ocellatus	Eyed flounder
Bothus pantherinus	Leopard flounder
Bothus podas	Wide-eyed flounder
Bothus robinsi	Twospot flounder
Botia lohachata	Reticulate loach
Botia rostrata	Gangetic loach
Botia striata	Zebra loach
Botrychium lunaria	Moonwort
Botrychium matricariifolium	Daisy-leaved grape fern
Botrychium simplex	Little grapefern
Boulengerella lateristriga	Striped pike-characin
Boulengerella maculata	Spotted pike-characin
Boulengerochromis microlepis	Giant cichlid
Boulengerula boulengeri	Usambara bluish-gray caecilian
Boulengerula changamwensis	Changamwe lowland caecilian
Boulengerula taitana	Taita Mountains caecilian
Boulengerula uluguruensis	Uluguru pink caecilian
Bovichtidae	Thornfishes
Bovichtus variegatus	Thornfish
Bovicola bovis	Cattle chewing louse
Bovicola ovis	Sheep biting louse
Boyeria grafiana	Ocellated darner
Boyeria irene	Western spectre
Brachaeluridae	Blind sharks
Brachaelurus colcloughi	Bluegray carpetshark
Brachaelurus waddi	Blind shark
Brachaluteres jacksonianus	Pigmy leatherjacket
Brachaluteres ulvarum	Japanese inflator filefish
Brachidontes domingensis	Santo Domingo mussel
Brachidontes exustus	Scorched mussel
Brachininae	Bombadier beetles
Brachiones przewalskii	Przewalski's jird
Brachiopoda	Lampshells
Brachirus annularis	Annular sole
Brachirus orientalis	Oriental sole
Brachycaudus helichrysi	Leafcurl plum aphid
Brachycentridae	Humpless casemaker caddisflies
Brachycephalus didactylus	Izecksohn's toad
Brachycephalus ephippium	Pumpkin toadlet
Brachycephalus sulfuratus	Sulferous flea toad
Brachydeuterus auritus	Bigeye grunt
Brachygobius nunus	Bumblebee goby
Brachygobius xanthomelas	Bumblebee goby
Brachyhypopomus brevirostris	Bluntnose knifefish
Brachyistius frenatus	Kelp perch
Brachylagus idahoensis	Pygmy rabbit
Brachylophus fasciatus	Banded iguana
Brachylophus vitiensis	Crested iguana
Brachymeles brevidactylus	Southern Bicol slender skink
Brachymeles cobos	Catanduanes slender skink
Brachymeles libayani	Lapinig Islands slender skink
Brachymeles miriamae	Miriam's skink
Brachymeles samad	Eastern Visayas slender skink
Brachymeles tiboliorum	Western Mindanao slender skink
Brachymeles vulcani	Camiguin Sur slender skink
Brachymystax lenok	Lenok trout
Brachymystax lenok tsinlingensis	Tsinling lenok trout
Brachyplatystoma capapretum	Black piraiba
Brachyplatystoma filamentosum	Kumakuma
Brachyplatystoma juruense	Zebra catfish
Brachyplatystoma platynemum	Slobbering catfish
Brachyplatystoma rousseauxii	Gilded catfish
Brachyplatystoma tigrinum	Zebra shovelnose
Brachyplatystoma vaillantii	Laulao catfish
Brachypleura novaezeelandiae	Yellow-dappled flounder
Brachypodium	False bromes
Brachypodium distachyon	Stiff brome
Brachypodius atriceps	Black-headed bulbul
Brachypodius priocephalus	Gray-headed bulbul
Brachypteracias leptosomus	Short-legged ground-roller
Brachypterois serrulata	Pygmy lionfish
Brachypteryx albiventris	White-bellied shortwing
Brachypteryx hyperythra	Rusty-bellied shortwing
Brachypteryx montana	White-browed shortwing
Brachypteryx stellata	Gould's shortwing
Brachysaura minor	Dwarf rock agama
Brachysomophis cirrocheilos	Stargazer snake eel
Brachysomophis crocodilinus	Crocodile snake eel
Brachysomophis henshawi	Reptilian snake eel
Brachytarsomys albicauda	White-tailed rat
Brachytarsophrys carinense	Burmese horned frog
Brachytarsophrys chuannanensis	Chuanan short-legged toad
Brachytarsophrys feae	Kakhien Hills spadefoot toad
Brachyteles arachnoides	Woolly spider monkey
Brachytron pratense	Hairy dragonfly
Brachytrupes portentosus	Taiwan giant cricket
Brachyura	Short-tailed crabs
Brachyuromys ramirohitra	Gregarious short-tailed rat
Brachyurophis approximans	North-western shovel-nosed snake
Brachyurophis incinctus	Unbanded shovel-nosed snake
Brachyurophis roperi	Northern shovel-nosed snake
Bradornis infuscatus	Chat flycatcher
Bradornis mariquensis	Mariqua flycatcher
Bradornis pallidus	Pale flycatcher
Bradornis pumilus	Little grey flycatcher
Bradynotes obesa	Mountain lubber grasshopper
Bradypodidae	Three-fingered sloths
Bradypodion caeruleogula	Eshowe dwarf chameleon
Bradypodion ngomeense	Ngome dwarf chameleon
Bradypodion ventrale	Southern dwarf chameleon
Bradypterus castaneus	Chestnut-backed bush-warbler
Bradypterus cinnamomeus	Cinnamon bracken-warbler
Bradypterus mariae	Evergreen forest warbler
Bradypterus tacsanowskius	Chinese bush-warbler
Bradypterus victorini	Victorin's scrub-warbler
Bradypus	Three-toed sloths
Bradypus pygmaeus	Pygmy three-toed sloth
Bradypus torquatus	Maned three-toed sloth
Bradypus tridactylus	Pale-throated sloth
Bradypus variegatus	Brown-throated sloth
Bradytriton	Clawed salamanders
Bradytriton silus	Finca Chiblac salamander
Brahmaea certhia	Owl moth
Brahmaeidae	Brahmin moths
Brama australis	Southern rays bream
Brama dussumieri	Lesser bream
Brama orcini	Bigtooth pomfret
Bramocharax caballeroi	Catemaco characin
Branchiostegus albus	White horsehead
Branchiostegus argentatus	Silver horsehead
Branchiostegus auratus	Yellow horsehead
Branchiostegus doliatus	Ribbed tilefish
Branchiostegus japonicus	Red tilefish
Branchiostegus semifasciatus	Zebra tilefish
Branchiostegus sp. TY-2011	Hana-amadai
Branchiostegus wardi	Ward's tilefish
Branchiostoma californiense	California lancelet
Branchiostoma floridae	Florida lancelet
Branchiostoma japonicum	Japanese lancelet
Branchiostoma lanceolatum	Amphioxus
Branchiostomidae	Lancelets
Branta canadensis	Canada goose
Branta hutchinsii	Cackling goose
Branta leucopsis	Barnacle goose
Branta sp. giant Hawaiian goose	Giant Hawaiian goose
Brassavola nodosa	Lady-of-the-night
Brassica napus	Rape
Brassica nigra	Black mustard
Brassica oleracea	Wild cabbage
Brassica oleracea var. alboglabra	Chinese kale
Brassica oleracea var. capitata	Cabbage
Brassica oleracea var. gemmifera	Brussels sprouts
Brassica oleracea var. viridis	Kale
Brassica rapa	Field mustard
Brassica rapa subsp. pekinensis	Chinese cabbage
Brassica rapa subsp. rapa	Turnip
Brassicaceae	Mustard family
Braula coeca	Beelouse
Bregmaceros atlanticus	Antenna codlet
Bregmaceros cantori	Striped codlet
Bregmaceros lanceolatus	Codlet
Bregmaceros nectabanus	Smallscale codlet
Bregmacerotidae	Codlets
Bremia lactucae	Lettuce downy mildew
Brenthis daphne	Marbled fritillary
Brenthis hecate	Twin-spot fritillary
Brenthis ino	Lesser marbled fritillary
Brentidae	Straight-snouted weevils
Brevibora dorsiocellata	Eyespot rasbora
Breviceps	Rain frogs
Breviceps adspersus	Bushveld rain frog
Breviceps fichus	Highland rain frog
Breviceps fuscus	Plain rain frog
Breviceps gibbosus	Giant rain frog
Breviceps macrops	Desert rain frog
Breviceps montanus	Mountain rain frog
Breviceps mossambicus	Mozambique rain frog
Breviceps namaquensis	Namaqua rain frog
Brevicoryne brassicae	Cabbage aphid
Brevoortia gunteri	Finescale menhaden
Brevoortia patronus	Gulf menhaden
Brevoortia smithi	Yellowfin menhaden
Briareum asbestinum	Deadman's fingers
Briza	Quaking grass
Brochiraja asperula	Smooth deepsea skate
Brochiraja spinifera	Prickly deepsea skate
Brochis multiradiatus	Hognosed brochis
Brochis splendens	Emerald catfish
Bromelia plumieri	Karatas
Bromeliohyla bromeliacia	Bromeliad treefrog
Bromus inermis	Smooth brome grass
Bronchocela burmana	Burmese green crested lizard
Bronchocela cristatella	Green crested lizard
Bronchocela jubata	Maned forest lizard
Bronchocela rayaensis	Gunung Raya green-crested lizard
Brookesia decaryi	Spiny leaf chameleon
Brookesia minima	Minute leaf chameleon
Brookesia thieli	Domergue's leaf chameleon
Brookesia tuberculata	Mount d'Ambre leaf chameleon
Brosmophyciops pautzkei	Slimy cuskeel
Brotogeris jugularis	Cobalt-winged parakeet
Brotogeris versicolurus	Canary-winged parakeet
Brotula barbata	Bearded brotula
Brotula multibarbata	Goatsbeard brotula
Brotulotaenia crassa	Violet cuskeel
Brotulotaenia nigra	Dark cusk
Broussonetia kazinoki	Kozo
Brucepattersonius iheringi	Ihering's akodont
Bruchinae	Seed weevils
Bruchus pisorum	Pea weevil
Brugmansia arborea	Maikoa
Brumoides suturalis	Threestriped lady beetle
Brustiarius nox	Comb-gilled catfish
Brustiarius solidus	Hard-palate catfish
Bryaninops natans	Redeye goby
Bryaninops ridens	Ridens goby
Bryaninops yongei	Whip coral goby
Brycinus affinis	Redfin robber
Brycinus imberi	Spot-tail
Brycinus lateralis	Striped robber
Brycinus longipinnis	Long-fin tetra
Brycinus macrolepidotus	True big-scale tetra
Brycinus nurse	Nurse tetra
Brycon guatemalensis	Machaca
Bryconops affinis	Orangefin tetra
Bryonia dioica	Red bryony
Bryophryne cophites	Cuzco Andes frog
Bryophyta	Mosses
Bryozoa	Bryozoans
Bryozoichthys lysimus	Nutcracker prickleback
Bryozoichthys marjorius	Pearly prickleback
Bryx dunckeri	Pugnose pipefish
Bryx randalli	Ocellated pipefish
